Wavelength,ATTO465 EM,ATTO465 EX,ATTO488 EM,ATTO488 EX,ATTO520 EM,ATTO520 EX,ATTO532 EM,ATTO532 EX,ATTO550 EM,ATTO550 EX,ATTO565 EM,ATTO565 EX,ATTO590 EM,FAM EM,FAM EX,ATTO590 EX,ATTO594 EM,ATTO594 EX,ATTO620 EM,ATTO620 EX,ATTO647N EM,ATTO647N EX,ATTO655 EM,ATTO655 EX,ATTO680 EM,ATTO680 EX,Cy3 EM,Cy3 EX,Cy5 EM,Cy5 EX,Cy5_5 EM,Cy5_5 EX,HEX EM,HEX EX,JOE EM,JOE EX,ROX EM,ROX EX,TAMRA EM,TAMRA EX,TexasRed EM,TexasRed EX,Rhodamine6G EM,Rhodamine6G EX
613,0.103987013,,0.048311688,0.001,0.087389609,,0.178683983,0.001,0.329805195,0.002090909,0.592242432,0.005341991,0.890406925,0.051268499,,0.3831645,0.890406925,0.722073585,0.132822512,0.877194811,0.002675325,0.282787875,0.001,0.441982692,,0.343701302,0.164,0.0001,,0.3511,,0.32584414,0.244656995,,0.1717,,0.866,0.0641,0.364,,1,0.3679,0.1297,0.0004
614,0.101389611,,0.046770562,0.001,0.084017316,,0.172324676,0.001,0.323333333,0.002030303,0.5730736,0.004675325,0.913432907,0.049690999,,0.349519474,0.913432907,0.677034626,0.154935068,0.906541127,0.003112554,0.288896102,0.001,0.444121221,,0.352506495,0.1589,0.0001,,0.3581,,0.33944634,0.234533995,,0.1655,,0.8409,0.0569,0.3535,,0.9882,0.3275,0.1262,0.0005
615,0.099138528,,0.045225108,,0.080878788,,0.166311687,0.001,0.317917744,0.001770563,0.554610392,0.004112554,0.933809525,0.047935098,,0.317861461,0.933809525,0.631372291,0.179961044,0.932774892,0.003675325,0.296406931,0.000909091,0.446090913,,0.360913418,0.1535,0.0001,,0.3721,,0.34332556,0.227636993,,0.1599,,0.8256,0.0508,0.3455,,0.9834,0.291,0.122,0.0004
616,0.096770563,,0.043744589,,0.077818182,,0.160445888,0.001,0.312987005,0.001597403,0.536982687,0.003766234,0.951783553,0.0460812,,0.288229427,0.951783553,0.585913429,0.207567103,0.955489167,0.004341991,0.305316022,0.000969697,0.447909094,,0.368774886,0.1482,0.0001,,0.3791,,0.35498315,0.218263,,0.1538,,0.7976,0.0452,0.3361,,0.9761,0.261,0.1166,0
617,0.094489178,,0.042307359,,0.074969697,,0.154679654,0.001,0.308125536,0.001510823,0.520121208,0.003372294,0.966761912,0.045081399,,0.260601725,0.966761912,0.541000011,0.237913424,0.974207783,0.00495671,0.315774898,0.001138528,0.449878786,,0.376116875,0.1426,0.0001,,0.393,,0.36080697,0.210569993,,0.1495,,0.7793,0.0404,0.3282,,0.9596,0.2258,0.1109,0.0004
618,0.092030303,,0.040800866,,0.07204762,,0.148878786,0.001,0.303406921,0.001601732,0.504090904,0.002909091,0.978926417,0.043214101,,0.234999996,0.978926417,0.497177501,0.270896106,0.988121193,0.005939394,0.327714293,0.001372294,0.451926403,,0.382896095,0.1369,0.0001,,0.4035,,0.36469615,0.201581001,,0.1435,,0.7554,0.0359,0.3226,,0.9406,0.2026,0.1072,0.0002
619,0.089372294,,0.039445887,,0.069251083,,0.143155846,0.001,0.298922075,0.001536797,0.488909085,0.002597403,0.988385283,0.040813301,,0.211580084,0.988385283,0.455021653,0.306281384,0.996593053,0.006865801,0.341086586,0.001536797,0.454177483,,0.388805185,0.131,0.0001,,0.4209,,0.37440914,0.193452999,,0.1394,,0.7281,0.0322,0.314,,0.9179,0.1801,0.1016,0.0003
620,0.086826839,,0.038463203,,0.066645022,,0.137913421,0.001,0.294341989,0.001601732,0.475060603,0.002372294,0.994978358,0.039494898,,0.190103897,0.994978358,0.414402598,0.343839823,0.99966665,0.008220779,0.355913423,0.001831169,0.456822507,,0.394177484,0.1251,0,,0.4349,,0.37439916,0.185762003,,0.1348,,0.704,0.0292,0.3072,,0.8953,0.1489,0.0987,0
621,0.084281385,,0.03716883,,0.064160173,,0.132662339,0.001,0.289147185,0.001796537,0.462350646,0.002168831,0.999034635,0.038688902,,0.170225111,0.999034635,0.375878788,0.383056273,0.996956696,0.009692641,0.372194805,0.002168831,0.460164501,,0.399034629,0.1193,0.0001,,0.4506,,0.37828836,0.179664999,,0.1291,,0.6755,0.0261,0.3007,,0.8572,0.1279,0.0952,0.0003
622,0.081818181,,0.035831168,,0.062017316,,0.127774893,0.001,0.284640694,0.001835498,0.450476187,0.001831169,1.00037663,0.0368005,,0.151683985,1.00037663,0.339614718,0.423926399,0.988251071,0.011502165,0.390103894,0.002372294,0.464151516,,0.403177488,0.1136,0.0001,0,0.4715,,0.38216758,0.170484006,,0.1243,,0.656,0.0237,0.2958,,0.8405,0.1126,0.0915,0.0003
623,0.079658008,,0.034536796,,0.060108225,,0.123099568,0.001,0.280220782,0.001766234,0.439311687,0.001536797,0.9991342,0.035447501,,0.134683985,0.9991342,0.305580083,0.466090902,0.973372282,0.013601732,0.409792206,0.002597403,0.468952381,,0.406714285,0.1079,0,0.0099,0.489,,0.3821576,0.164152995,,0.12,,0.6279,0.0216,0.2925,,0.8085,0.0921,0.088,0.0003
624,0.077359308,,0.033372294,,0.058281384,,0.118350652,0.001,0.275740259,0.001831169,0.428666664,0.001372294,0.995653685,0.034881402,,0.11931602,0.995653685,0.274034629,0.509103882,0.952796526,0.016008658,0.431103892,0.002909091,0.474718612,,0.409774895,0.1024,0.0001,0.0195,0.5134,,0.38214764,0.157271996,,0.1165,,0.6093,0.0194,0.2868,,0.7917,0.0791,0.0858,0.0002
625,0.075341992,,0.032138528,,0.056536795,,0.11335065,0.001,0.270718616,0.001939394,0.418147183,0.001138528,0.989640698,0.033518799,,0.105316019,0.989640698,0.244865801,0.552986999,0.926614712,0.018761905,0.454194803,0.003281385,0.481493505,0.001,0.412225112,0.0969,0,0.0295,0.5378,,0.38214764,0.151305005,,0.1123,,0.5871,0.0178,0.28,,0.7564,0.0673,0.0818,0.0002
626,0.073363638,,0.030969697,,0.054831168,,0.108740259,0.001,0.265532467,0.002090909,0.407865801,0.000969697,0.981264077,0.032108299,,0.092774893,0.981264077,0.218207793,0.597121197,0.895307352,0.022255411,0.478913415,0.003735931,0.489030311,0.001,0.414194809,0.0915,0,0.0321,0.5692,,0.38602686,0.144510999,,0.1087,,0.5676,0.0165,0.2759,,0.7288,0.0508,0.0781,0.0002
627,0.071515153,,0.029909091,,0.053077922,,0.104316018,,0.259800866,0.002090909,0.397822512,0.000909091,0.970735941,0.030951099,,0.081896104,0.970735941,0.194017317,0.64117748,0.859480517,0.026151515,0.505086573,0.004251082,0.49754979,0.001,0.415701303,0.0863,0.0001,0.0385,0.5901,,0.38601688,0.139286995,,0.1047,,0.5496,0.0148,0.2707,,0.6981,0.0427,0.0768,0.0002
628,0.069796539,,0.029,,0.0514329,,0.100541127,,0.254320347,0.002030303,0.388567103,0.001,0.958177505,0.0298457,,0.072419914,0.958177505,0.171969701,0.684718607,0.820311687,0.030952381,0.53280519,0.005047619,0.507030311,0.001,0.416982688,0.0814,0,0.0412,0.625,,0.38601688,0.132548004,,0.1006,,0.5258,0.0137,0.2643,,0.6757,0.0339,0.0739,0.0001
629,0.06792208,,0.028,,0.049675324,,0.096554115,,0.248510824,0.001861472,0.379961044,0.001,0.944103908,0.0294964,,0.064000001,0.944103908,0.151939398,0.727086579,0.77829005,0.036536796,0.56198701,0.005969697,0.517493514,0.001,0.418121216,0.0767,0,0.0512,0.6459,,0.3879515,0.127400994,,0.0977,,0.5083,0.0127,0.2604,,0.6486,0.0266,0.0717,0.0002
630,0.065848486,,0.027000001,,0.048203463,,0.093021648,,0.243060608,0.001627706,0.372116892,0.001,0.928809528,0.0271782,,0.056580087,0.928809528,0.134043293,0.7680909,0.7341472,0.043251082,0.592419915,0.006909091,0.528718627,0.000909091,0.419000001,0.0722,0,0.0607,0.6668,,0.3879415,0.122327,,0.0942,,0.491,0.0118,0.2548,,0.6221,0.0197,0.0701,0.0001
631,0.064060607,,0.026000001,,0.046705628,,0.089766236,,0.237748919,0.001372294,0.364883126,0.001,0.912372288,0.027364301,,0.050012988,0.912372288,0.11787013,0.806943719,0.688415603,0.050974026,0.624090909,0.007909091,0.541043301,0.000969697,0.419878784,0.0679,0,0.0665,0.7017,,0.3879415,0.117308997,,0.0908,,0.4735,0.0108,0.2499,,0.5898,0.0163,0.0685,0.0002
632,0.062047619,,0.024909091,,0.045203463,,0.086281386,,0.231974024,0.001138528,0.358129875,0.001,0.895138519,0.0261303,,0.044194806,0.895138519,0.103428571,0.843142847,0.641982708,0.060116883,0.656701303,0.008878788,0.554272735,0.001138528,0.420926402,0.0637,0,0.0729,0.7192,,0.38598695,0.11191,,0.0887,,0.4572,0.0105,0.2448,,0.5724,0.0088,0.0659,0
633,0.060341991,,0.023969697,,0.043766234,,0.082878787,,0.226268397,0.000969697,0.351554116,0.001,0.876969677,0.024710201,,0.038822511,0.876969677,0.090571429,0.876450203,0.595406949,0.07077922,0.690177495,0.010017316,0.568147197,0.001372294,0.422268389,0.0597,0,0.0806,0.7541,,0.38597697,0.108149,,0.0852,,0.4377,0.0096,0.2391,,0.54,0.0047,0.0627,0.0001
634,0.058766234,,0.023138528,,0.042372294,,0.07973593,,0.220532469,0.000909091,0.34525108,0.001,0.857727252,0.0237334,,0.034056278,0.857727252,0.07912987,0.906160161,0.549229453,0.083324674,0.724138529,0.011298701,0.582432906,0.001627706,0.423943717,0.056,0,0.0894,0.7855,,0.3820878,0.103119999,,0.0827,,0.423,0.0092,0.2346,,0.5212,0.0018,0.0615,0
635,0.057142857,,0.022372294,,0.040909091,,0.076653679,,0.21405628,0.001,0.339047615,0.001,0.837757563,0.0230291,,0.029852814,0.837757563,0.06895671,0.931939398,0.504056289,0.097584414,0.758164498,0.012896104,0.59716017,0.001770563,0.426056272,0.0524,0,0.0996,0.8203,,0.3820778,0.099760301,,0.0803,,0.4091,0.0088,0.2298,,0.492,,0.0591,0.0002
636,0.055627707,,0.021536797,,0.039597402,,0.073675325,,0.207787885,0.001,0.332969694,0.001,0.816943711,0.022603,,0.026147186,0.816943711,0.059969697,0.95358009,0.460718621,0.114190476,0.791926403,0.014896104,0.612047614,0.002,0.428731598,0.0491,0,0.1116,0.8448,,0.3820778,0.095711797,,0.0777,,0.3965,0.0081,0.2233,,0.4727,,0.0573,0
637,0.054000001,,0.020831169,,0.038281384,,0.070709958,,0.201012991,0.001,0.326909088,0.001,0.795658,0.022169299,,0.022943723,0.795658,0.052000001,0.970800875,0.419389611,0.133021646,0.825164503,0.017207793,0.62687878,0.002138528,0.432073593,0.046,0,0.1253,0.8779,,0.38789165,0.092364699,,0.0753,,0.3852,0.0079,0.2195,,0.4586,,0.054,0
638,0.052281386,,0.020168831,,0.037138528,,0.067865802,,0.194722946,0.001,0.320999999,0.001,0.773870126,0.0211407,,0.020268398,0.773870126,0.045030304,0.983909097,0.380406928,0.15439827,0.857047628,0.019896104,0.641969693,0.002341991,0.436030304,0.0431,0,0.14,0.8988,0.010772244,0.38789165,0.089048997,,0.072,,0.3754,0.0074,0.213,,0.4331,,0.0532,0.0001
639,0.050735931,,0.019463203,,0.035969696,,0.065541127,,0.188385281,0.001,0.314999998,0.001,0.751722946,0.020392301,,0.017926407,0.751722946,0.039043291,0.9927143,0.343913422,0.178285717,0.886965373,0.022805195,0.657168834,0.002675325,0.441060607,0.0404,0,0.1561,0.9197,0.010772244,0.39566007,0.085847601,,0.0708,,0.3637,0.0071,0.207,,0.4196,,0.0521,0
640,0.049341991,,0.018536796,,0.034909091,,0.063095238,,0.181891771,0.001,0.308999997,0.001,0.729445892,0.019037399,,0.015787879,0.729445892,0.033870131,0.99795239,0.310056282,0.205203468,0.914597408,0.02617749,0.672233778,0.003203463,0.447138531,0.038,0,0.1744,0.9442,0.010762251,0.3995393,0.082475297,,0.0679,,0.3525,0.0067,0.2023,,0.4033,,0.0511,0
641,0.048077921,,0.017831169,,0.034000001,,0.061082251,,0.175766231,,0.302909089,0.001,0.707177487,0.0188608,,0.013787879,0.707177487,0.029337663,1.000064935,0.279034638,0.235095244,0.939225111,0.029852814,0.687255427,0.003705628,0.454372294,0.0357,0,0.1937,0.9581,0.010752258,0.4034185,0.079654701,,0.0653,,0.3447,0.0067,0.1949,,0.3887,,0.0484,0.0001
642,0.046831168,,0.017077922,,0.033000001,,0.05930303,,0.170155844,,0.296878784,0.001,0.685212116,0.0177765,,0.012017316,0.685212116,0.025450217,0.999627701,0.250207797,0.268419919,0.960372298,0.034025975,0.702324683,0.004203463,0.462627705,0.0336,0,0.2149,0.9756,0.012690863,0.41702068,0.077429801,,0.0633,,0.3336,0.0062,0.1908,,0.3699,,0.0457,0.0001
643,0.045536796,,0.016341992,,0.032,,0.057515152,,0.164294374,,0.291017315,0.001,0.66429004,0.017697901,,0.01038961,0.66429004,0.022147186,0.996887442,0.22375758,0.305155847,0.977541128,0.038779221,0.717108226,0.004675325,0.471861468,0.0316,0,0.2389,0.986,0.012690863,0.42090988,0.075022697,,0.061,,0.3287,0.0063,0.1836,,0.3613,,0.0448,0.0001
644,0.044463203,,0.015735931,,0.031,,0.055857144,,0.158896106,,0.285480523,0.001,0.644601726,0.0171951,,0.009017316,0.644601726,0.01934632,0.992294362,0.199645026,0.345554116,0.990051951,0.044324675,0.731891773,0.005341991,0.482121208,0.0296,0,0.2655,1,0.01268087,0.43839127,0.072001897,,0.0586,,0.32,0.0062,0.1795,,0.3424,,0.0439,0
645,0.043168831,,0.015372295,,0.03,,0.054000001,,0.152982687,,0.280138534,0.001,0.626212115,0.016375599,,0.007878788,0.626212115,0.016896104,0.98579653,0.177744592,0.389125548,0.997549788,0.050857143,0.746584404,0.00595671,0.49321212,0.0279,0,0.2933,1,0.012670877,0.4442151,0.0699009,,0.0566,,0.3116,0.0059,0.1727,,0.3285,,0.0429,0
646,0.041831169,,0.015030303,,0.029,,0.052051949,,0.147571432,,0.274861478,0.001,0.608774894,0.0158555,,0.006818182,0.608774894,0.014757576,0.977142853,0.157887449,0.43528572,0.999744592,0.058372294,0.76153246,0.006939394,0.504982689,0.0263,0,0.3236,1,0.016558077,0.46559563,0.067410201,,0.0548,,0.3042,0.0058,0.1682,,0.3159,,0.0415,0
647,0.040536797,,0.014489177,,0.028,,0.050363636,,0.142307362,,0.269610392,,0.591818195,0.0151071,,0.005969697,0.591818195,0.01295671,0.966597411,0.139813854,0.483103896,0.996164504,0.06690909,0.776571427,0.00795671,0.517792218,0.0248,0,0.356,1,0.016548084,0.47141945,0.066115603,,0.0541,,0.3002,0.0058,0.1629,,0.3063,,0.0407,0.0001
648,0.039372294,,0.013770563,,0.027000001,,0.048714285,,0.136883119,,0.26401299,,0.574709975,0.0148826,,0.005047619,0.574709975,0.011251082,0.954138537,0.123640694,0.531428565,0.987056273,0.076415583,0.792025978,0.009251082,0.531225122,0.0234,0,0.3912,0.9965,0.024312494,0.48891082,0.064569101,,0.0519,,0.2937,0.0056,0.158,,0.2969,,0.0394,0
649,0.038138528,,0.013229437,,0.026000001,,0.04721645,,0.131476193,,0.257982683,,0.557367979,0.0136985,,0.004341991,0.557367979,0.009554113,0.939653685,0.109285715,0.579528129,0.972329,0.087129871,0.808333339,0.010645022,0.545177503,0.022,0,0.4274,0.9826,0.024312494,0.49667922,0.062144201,,0.0495,,0.2876,0.0056,0.1531,,0.2868,,0.0381,0
650,0.036969697,,0.012510823,,0.025000001,,0.045800866,,0.126324677,,0.251809519,,0.539926416,0.013781,,0.003675325,0.539926416,0.008220779,0.923090906,0.096316018,0.626779208,0.952264068,0.099021645,0.825515154,0.012251082,0.559523813,0.0208,,0.4658,0.9686,0.028189704,0.51028144,0.061104398,,0.0482,,0.2808,0.006,0.1485,,0.2789,,0.0373,0
651,0.03590909,,0.011878788,,0.023909091,,0.044445888,,0.121532468,,0.245493502,,0.522597409,0.0129731,,0.003112554,0.522597409,0.007186147,0.904567094,0.084896105,0.67264068,0.92695671,0.112367965,0.843086577,0.01395671,0.574160171,0.02,,0.5062,0.9442,0.03401551,0.5277728,0.059776202,,,,0.2768,,0.1436,,0.2731,,0.0364,0
652,0.034909091,,0.011506494,,0.022969697,,0.043372295,,0.117012986,,0.238939391,,0.505809529,0.0127236,,0.002675325,0.505809529,0.006251082,0.884705617,0.074969698,0.716675324,0.896471868,0.127424241,0.861476184,0.015848485,0.589138521,0.018,,0.5485,0.9163,0.03401551,0.5530326,0.057434399,,,,0.2715,,0.1389,,0.2631,,0.0352,0
653,0.033969698,,0.011372294,,0.022138528,,0.042229438,,0.112683983,,0.232519479,,0.490060604,0.0128733,,0.0024329,0.490060604,0.005506494,0.863839816,0.066151516,0.758813863,0.861666674,0.14439394,0.880121207,0.017835498,0.604090902,0.017,,0.5909,0.8745,0.043728516,0.5841261,0.056628902,,,,0.2683,,0.1343,,0.2571,,0.0335,0
654,0.033138529,,0.01125974,,0.021372294,,0.041,,0.108614719,,0.22598701,,0.475541122,0.0119521,,0.002077922,0.475541122,0.004909091,0.842259729,0.057965368,0.798943736,0.823259741,0.163571431,0.898597407,0.020268398,0.618891771,0.016,,0.6338,0.8501,0.043718524,0.5938391,0.0546741,,,,0.2611,,0.1298,,0.2526,,0.0326,0.0002
655,0.032372296,,0.010861472,,0.020536796,,0.039770563,,0.104601732,,0.219714287,,0.462090904,0.0114186,,0.001831169,0.462090904,0.004372294,0.820848479,0.050220778,0.836692651,0.781567097,0.185255411,0.916705629,0.023034632,0.633701297,0.015,,0.6776,0.8239,0.059267327,0.63271105,0.054053701,,,,0.2582,,0.1256,,0.2479,,0.0324,0.0004
656,0.031627706,,0.010398268,,0.019831168,,0.038627705,,0.100445888,,0.213502166,,0.449580082,0.0114838,,0.001536797,0.449580082,0.003766234,0.799896096,0.042965367,0.871225115,0.73743289,0.209614718,0.933891775,0.026177489,0.648012989,0.014,,0.7187,0.7786,0.06509313,0.65020245,0.052010201,,,,0.2549,,0.12,,0.2444,,0.0312,0.0001
657,0.030861472,,0.010090909,,0.019077921,,0.037372294,,0.096571429,,0.20739394,,0.437922072,0.0116143,,0.001372294,0.437922072,0.003112554,0.779346318,0.036333332,0.902277065,0.691740243,0.236930739,0.950177483,0.029714286,0.662073597,0.013,,0.7578,0.7402,0.06897034,0.6638046,0.050818101,,,,0.2475,,0.1165,,0.243,,0.0293,0.0002
658,0.030030303,,0.009541125,,0.0184329,,0.036047619,,0.092558443,,0.201584415,,0.427073589,0.0116796,,0.001138528,0.427073589,0.002675325,0.759147188,0.03030303,0.929380968,0.645242407,0.266844159,0.964857132,0.033774892,0.675839833,0.012,,0.7965,0.6879,0.08645775,0.681296,0.0497346,,,,0.2423,,0.1121,,0.2372,,0.0281,0
659,0.029,,0.008969697,,0.017766234,,0.034939394,,0.088757578,,0.196030304,,0.416930732,0.0100733,,0.000969697,0.416930732,0.0024329,0.739541138,0.024982684,0.952043304,0.598497823,0.299822514,0.977428559,0.038225108,0.689264078,0.011,,0.8333,0.6531,0.092293546,0.7123896,0.048074398,,,,0.2389,,0.1081,,0.2331,,0.0282,0.0002
660,0.027969697,,0.008506493,,0.017142857,,0.034047619,,0.085385284,,0.190359308,,0.40747619,0.0101846,,0.000909091,0.40747619,0.002077922,0.720458892,0.020701299,0.97016452,0.551999999,0.335406929,0.987675314,0.043194805,0.702627706,0.009,,0.8668,0.5973,0.11366816,0.73182553,0.047454301,,,,0.2359,,0.1047,,0.2302,,0.0276,0
661,0.027138529,,0.008372294,,0.016627706,,0.033372295,,0.082419916,,0.184969697,,0.39882251,0.0102959,,0.001,0.39882251,0.001831169,0.701943742,0.017194806,0.983748928,0.506774897,0.37348052,0.995116881,0.048701298,0.715878786,0.008,,0.8989,0.5624,0.12144256,0.7668083,0.046390001,,,,0.2316,,0.1018,,0.2236,,0.0256,0
662,0.026281386,,0.008168831,,0.016000001,,0.032627706,,0.079510825,,0.179506493,,0.390683977,0.00928073,,0.001,0.390683977,0.001536797,0.68377491,0.014225109,0.993142869,0.463212128,0.413839833,0.999077924,0.054982684,0.729207791,0.007,,0.9274,0.5275,0.15254018,0.8153932,0.0439137,,,,0.2266,,0.0976,,0.2239,,0.0242,0
663,0.025597403,,0.007831169,,0.015372295,,0.031861472,,0.076506496,,0.174281385,,0.383086574,0.00865894,,0.001,0.383086574,0.001372294,0.666086593,0.011774892,0.998645023,0.421510828,0.456038965,0.998965377,0.062030304,0.743004324,0.006,,0.9502,0.4717,0.16614038,0.83677375,0.044027001,,,,0.2233,,0.0942,,0.2222,,0.0244,0
664,0.024909091,,0.007536797,,0.014766234,,0.031030303,,0.073558444,,0.169138526,,0.376034623,0.00875106,,0.001,0.376034623,0.001138528,0.649034643,0.009805195,1.000268398,0.381987016,0.499567103,0.994385293,0.069969698,0.757194805,0.005,,0.9695,0.4316,0.1797406,0.85037595,0.041593499,,,,0.2186,,0.0908,,0.2175,,0.0242,0
665,0.024372295,,0.007372295,,0.014203463,,0.03,,0.071108227,,0.163969694,,0.369177486,0.00884317,,0.001,0.369177486,0.000969697,0.632177497,0.008207792,0.998225109,0.344714283,0.544116891,0.984848491,0.079017317,0.772103898,0.004,,0.9843,0.3828,0.21473539,0.8931371,0.0409596,,,,0.2144,,0.0873,,0.2138,,0.0232,0
666,0.023766234,,0.007229437,,0.013705628,,0.028969697,,0.068740261,,0.158818177,,0.362896101,0.00856298,,0.001,0.362896101,0.000909091,0.615714293,0.006987013,0.992792218,0.310147186,0.589277064,0.970142867,0.089298704,0.787792215,0.003,,0.9939,0.3584,0.2283356,0.90673923,0.039876301,,,,0.2107,,0.084,,0.2157,,0.0225,0
667,0.023203463,,0.007,,0.013203463,,0.028138528,,0.066190477,,0.153969693,,0.356835497,0.00865126,,0.001,0.356835497,0.001,0.599865808,0.005926407,0.983800873,0.277991342,0.634476188,0.950181829,0.100805197,0.804103899,0.002,,0.9993,0.3131,0.27304342,0.9242207,0.038312301,,,,0.2043,,0.0803,,0.2173,,0.0217,0.0001
668,0.022705628,,0.006770563,,0.012766234,,0.027372295,,0.063965368,,0.149047616,,0.35112987,0.00797958,,0.001,0.35112987,0.001,0.584346329,0.005251082,0.971787891,0.248580087,0.679476183,0.92519914,0.113683984,0.821194798,0.001,,1,0.2887,0.28859222,0.9553142,0.0380514,,,,0.2017,,0.0766,,0.2146,,0.022,0
669,0.022294372,,0.006627706,,0.012372294,,0.026627707,,0.061818181,,0.14434199,,0.345783548,0.00729255,,,0.345783548,0.001,0.569177496,0.004675325,0.956822524,0.221831168,0.723913413,0.895796544,0.128012987,0.839004319,0.0005,,0.9949,0.2643,0.33912584,0.96892637,0.0364113,,,,0.1956,,0.0741,,0.2137,,0.0209,0
670,0.021705628,,0.006372295,,0.012,,0.025770564,,0.059883116,,0.139766235,,0.340623374,0.00736547,,,0.340623374,0.001,0.554311702,0.004112554,0.939463217,0.197303031,0.766896102,0.862238096,0.144181818,0.857207782,0,,0.9845,0.2294,0.36051044,0.9864078,0.035033099,,,,0.1928,,0.0714,,0.2083,,0.0209,0
671,0.021294372,,0.006229437,,0.011627706,,0.025,,0.057874458,,0.135142858,,0.335675326,0.0074384,,,0.335675326,0.001,0.54005629,0.003675325,0.920064935,0.175134201,0.807735935,0.825030313,0.162047618,0.87596968,,,0.9692,0.2085,0.38772085,0.9941762,0.034226101,,,,0.1857,,0.0684,,0.2069,,0.0196,0.0002
672,0.020705628,,0.006,,0.011142857,,0.024229437,,0.056082251,,0.130445889,,0.330740262,0.00715053,,,0.330740262,0.001,0.526454558,0.003341991,0.899116882,0.155181821,0.845363645,0.784714292,0.182129869,0.894930723,,,0.9496,0.1771,0.45770046,1,0.0321461,,,,0.1835,,0.0666,,0.2044,,0.019,0.0001
673,0.020294372,,0.005770563,,0.010857143,,0.023281385,,0.054614719,,0.125939397,,0.325909098,0.00721962,,,0.325909098,0.001,0.513285721,0.003047619,0.876597392,0.1368355,0.879497852,0.74174026,0.204571428,0.913670982,,,0.9256,0.1562,0.47908506,1,0.0322299,,,,0.1782,,0.065,,0.2015,,0.0185,0
674,0.019705627,,0.005627706,,0.010372294,,0.022597403,,0.053294373,,0.121467533,,0.321138538,0.00688378,,,0.321138538,,0.500593074,0.003060606,0.853173141,0.120389613,0.909718637,0.696779216,0.229519482,0.931748907,,,0.8983,0.1318,0.5490547,0.99999005,0.0297473,,,,0.1735,,0.0634,,0.2005,,0.0192,0
675,0.019294371,,0.005372294,,0.009909091,,0.021909091,,0.051705628,,0.117359306,,0.316342001,,,,0.316342001,,0.488683976,0.002939394,0.828740242,0.105562772,0.935584429,0.650610381,0.256991339,0.948636354,,,0.8685,0.1178,0.5685007,0.99999005,,,,,0.1694,,0.0599,,0.1951,,0.0181,0.0001
676,0.018705627,,0.005138528,,0.009688311,,0.021372294,,0.050112554,,0.11352381,,0.311675335,,,,0.311675335,,0.4772251,0.002861472,0.803861458,0.092627706,0.957242433,0.603904751,0.287025972,0.964030294,,,0.8365,0.1074,0.6384803,0.9863679,,,,,0.1637,,0.0588,,0.1958,,0.0167,
677,0.018294372,,0.004969697,,0.009311688,,0.020857143,,0.04873593,,0.110251082,,0.307203471,,,,0.307203471,,0.466285711,0.002627706,0.77854545,0.081125541,0.974744591,0.557307353,0.319731598,0.977497826,,,0.8022,0.0899,0.6598549,0.97858953,,,,,0.1608,,0.0569,,0.1933,,0.0162,
678,0.017705627,,0.005,,0.009,,0.020142857,,0.047510822,,0.107077923,,0.302796542,,,,0.302796542,,0.455913422,0.002372294,0.753246748,0.070848485,0.98774459,0.511554106,0.355376616,0.988121204,,,0.7664,0.0795,0.7356703,0.9688665,,,,,0.1571,,0.055,,0.1875,,0.0162,
679,0.017294373,,0.005030303,,0.008597402,,0.019627705,,0.046281385,,0.103831169,,0.298324679,,,,0.298324679,,0.446086583,0.002229437,0.727735933,0.062030303,0.996069266,0.467164504,0.39343723,0.995666659,,,0.7291,0.0656,0.7667679,0.947476,,,,,0.1502,,0.0543,,0.1837,,0.0148,
680,0.016705628,,0.004861472,,0.008372294,,0.018999999,,0.045225108,,0.100536797,,0.293658014,,,,0.293658014,,0.4368052,0.002,0.702294379,0.054012987,0.99934199,0.424510825,0.434060609,0.999428571,,,0.6894,0.0586,0.7881525,0.9299747,,,,,0.1478,,0.0529,,0.1784,,0.0158,
681,0.016294373,,0.004627706,,0.008168831,,0.018372294,,0.044233766,,0.097372294,,0.288861475,,,,0.288861475,,0.42789611,0.001770563,0.676493513,0.04656277,0.997753242,0.384125539,0.476731599,0.999056289,,,0.6482,0.0481,0.81342435,0.89691657,,,,,0.1429,,0.0514,,0.1783,,0.0153,
682,0.015705629,,0.004372294,,0.007831169,,0.017857143,,0.043108225,,0.094138527,,0.284000005,,,,0.284000005,,0.419298707,0.001627706,0.651190478,0.039731601,0.991835497,0.346056269,0.521251084,0.994064954,,,0.6054,0.0446,0.8367475,0.885249,,,,,0.1395,,0.0506,,0.1706,,0.0138,
683,0.015203464,,0.004138528,,0.007536797,,0.017142857,,0.041891775,,0.090969696,,0.279229441,,,,0.279229441,,0.41092641,0.001372294,0.62611256,0.03347619,0.982181813,0.310731595,0.566961036,0.984160191,,,0.5617,0.0342,0.87950677,0.8444225,,,,,0.1344,,0.049,,0.1656,,0.0139,
684,0.014766234,,0.003969697,,0.007463204,,0.016627706,,0.040675325,,0.087818182,,0.274372296,,,,0.274372296,,0.402757578,0.001138528,0.601519489,0.027930736,0.969406912,0.27807359,0.613341984,0.969415605,,,0.517,0.0307,0.912543,0.82692116,,,,,0.1283,,0.0474,,0.1623,,0.0134,
